#CharNo	Charactor name	Event name	hash-a	hash-p	hash-d	hash-w	sel1	sel1-effect	sel2	sel2-effect	sel3	sel3-effect	sel4	sel4-effect	sel5	sel5-effect
1001	[日本一のステージを]スペシャルウィーク(SSR根性)	想いは、ジェットコースター！	01018dfdfdfd0101	aa1721e0dedff900	ffff1929292bffff	01018dffffff0101	世界最長ジェットコースターだね！	体力-10 スピード+5 スタミナ+5 根性+10 絆ゲージ+5	コーヒーカップだね！	体力+20 賢さ+10 絆ゲージ+6						
1002	[夕焼けはあこがれの色]スペシャルウィーク(SSRスピード)	あれもこれもで、悩んじゃいます！	01010bffffff0101	a8262ad9f6e4d13a	fffdd64454d0f7ff	01011bffffff0101	美味しいものを食べるべきだ	体力+10  やる気+1  絆ゲージ+5	思いついたところ全部に行こう！	体力-10  スタミナ+15  スキルPt+15  絆ゲージ+5						
1002	[夕焼けはあこがれの色]スペシャルウィーク(SSRスピード)	曲がり角には、気をつけます！	010155fdfdfd0101	aa102dcfd8dbc724	ffff951991497fff	010157fffffd0101	ここで全力を出さないほうがいいぞ	「別腹タンク」ヒントLv+1  絆ゲージ+5	急いで行ってあげて	根性+15  絆ゲージ+5						
1002	[夕焼けはあこがれの色]スペシャルウィーク(SSRスピード)	少しでも近づけるように	010139f9f9f90101	8a3636dccd43c936	ffffd3c3d3d3d7ff	01033bfbf9f90303	やっぱり髪かな?	体力-10  スピード+15  絆ゲージ+5	宴黙なところとか?	体力-10  スキルpt+20  絆ゲージ+5	ないんじゃないかな…	体力-10  絆ゲージ＋5  「ふり絞り」ヒントLv+1				
1003	[夢は掲げるものなのだっ！]トウカイテイオー(SSRスピード)	ボクのやり方	0101e1e1e1e10101	a2101cf7e1e0f70f	ffff4f8fcf0fffff	0303e3e7e7e70703	自分に合う方法が1番！	やる気+1  スキルPt+15  絆ゲージ+5	我慢した後に走ったらもっと気持ちいいよ	根性+15  絆ゲージ+5						
1003	[夢は掲げるものなのだっ！]トウカイテイオー(SSRスピード)	ボクの武器	0101e1e1e1e10101	a21e1ee1f0f1e11e	ff7fdf9f9f9fffff	0303e3e7e7e70703	全部できるとかっこいいよ！	やる気+1 根性+10 絆ゲージ+5	今も十分すごい武器を持ってるよ	「先行直線○」ヒントLv+1 絆ゲージ+5						
1004	[『愛してもらうんだぞ』]オグリキャップ(SSRパワー)	何と答えれば……	0101e1e1f1e10101	e21c1ce3e6f0e11e	ffff8f8f47cfbfff	0303e3e7f7e30703	トレーニングを実践してみせたら？	体力+5  パワー+5	苦手なら少しずつ克服してみよう	体力-10  根性+15						
1004	[『愛してもらうんだぞ』]オグリキャップ(SSRパワー)	私が語りたいことは……	0101d1f9f9f10101	e81217ced9e0ec33	ffffa7939327bbff	0103f3fbf9f90303	今の君なら大丈夫	パワー+15  根性+10  スキルPt+15  絆ゲージ+5  「豪脚」ヒントLv1or3	君はどうしたい？	体力+30						
1004	[『愛してもらうんだぞ』]オグリキャップ(SSRパワー)	人混みは大変だ……	0101e1f1f1e10101	e21e1df1c0c7e31c	ffffcfc787cbffff	0303f3f3f3f30303	流れに負けないよう踏ん張って進もう	パワー+5 スキルpt+15	流れを見極めて進もう	「中山レース場○」ヒントLv+1						
1004	[『愛してもらうんだぞ』]オグリキャップ(SSRパワー)	本当に応えるべきは……	010171f9f9f10101	e81733e0dfc4e01b	ff7f87232397fbff	0103f3fbf9f90303	その時は大人を頼って	パワー+5 スキルpt+10 絆ゲージ+5 「スタミナキープ」ヒントLv+1	魔法の言葉を教えよう	スタミナ+5 スキルpt+10 絆ゲージ+5 「外差し準備」ヒントLv+1						
1005	[ロード・オブ・ウオッカ]ウオッカ(SSRパワー)	大通りの強敵	0101e1e1e1e10101	e31c1ce3e1c7e318	ffffcfcfcf4fffff	0303e3e7e7e70703	脇道を使う	「垂れウマ回避」ヒントLv+1 絆ゲージ+5	全力疾走で向かう	パワー+5 スキルpt+15 絆ゲージ+5						
1005	[ロード・オブ・ウオッカ]ウオッカ(SSRパワー)	憧れのセリフ	0101a1e1e1e10101	aa070ef8f063770e	ffff4f0f0f0f5fff	0107a3e7e7e70707	見た目をワイルドにしてみたら？	パワー+10 絆ゲージ+5	ワイルドなポーズをとってみたら？	パワー+5 スキルPt+15 絆ゲージ+5						
1006	[輝く景色の、その先に]サイレンススズカ(SSRスピード)	どうすれば	0141e1e1e1e10101	a2f01e0f0f1ef1e1	ff9f9f9f9f5fffff	03a3e3e3e7e30303	一緒に併走してあげるのは？	スピード+5 スタミナ+5 賢さ+5 絆ゲージ+5	その左回りにコツが隠されているのかも	「左回り○」ヒントLv+1 絆ゲージ+5						
1006	[輝く景色の、その先に]サイレンススズカ(SSRスピード)	どこまでも	0101c1e1e1e10101	aa020fffe1e0f00f	ff7f9f9f9f9fffff	0303c3e7e7e70707	構わないよ	スピード+10 スタミナ+5 絆ゲージ+5	全力で走ってみて	スピード+15 絆+5						
1007	[エースとして]メジロマックイーン(SSRスタミナ)	高みに至るため	0101e1e1e1e10101	e31c1ce36741e31e	ffffdfcf4f4fdfff	0107e3e7e3e70707	スタミナと根性を鍛える	スタミナ+5 根性+5 絆ゲージ+5	スタートダッシュを意識する	「先駆け」のヒントLv上昇						
1007	[エースとして]メジロマックイーン(SSRスタミナ)	体重を保つ為	01c1e1e1e1e10101	e2f01c1e0f1ce3e3	ff8f8f8f4f8fffff	03c3e3e3e7e30303	レースが終わるまで頑張って耐える	体力-10 スタミナ+15 絆ゲージ+5	食べた分だけ走れば問題ない	体力最大値+4 スタミナ+5 絆ゲージ+5						
1008	[天をも切り裂くイナズマ娘！]タマモクロス(SSRスタミナ)	タマモ先輩の学園案内					案内の図書室とか？	賢さ+10 絆ゲージ+5	案内って、ジムとか？	スタミナ+5 根性+5 絆ゲージ+5						
1008	[天をも切り裂くイナズマ娘！]タマモクロス(SSRスタミナ)	負けられん戦い！	0121f1f1f1e10101	eae61803c318e7e7	ff4f0f4f4f4fbfff	03e3f3f1f1e30303	人の流れを掴もう！	「ウマ込み冷静」ヒントLv+1 絆ゲージ+5	ライバルをよく観察しよう！	スタミナ+5 賢さ+5 絆ゲージ+5						
1009	[幸せが舞う時]ライスシャワー(SSRスタミナ)	お花屋さんでの1ページ	01c1f9f9f1e10101	e8c81733990de6e6	ffaba3b3838b7fff	01d9f9f9f9e90103	水やり手伝おうか？	やる気+1 絆ゲージ+5	花の品出しをしてこようか？	スタミナ+10 絆ゲージ+5						
1009	[幸せが舞う時]ライスシャワー(SSRスタミナ)	曇りの日の1ページ	01c1f1f1e1c10101	eac61b39c40ee3e1	ff17c7a787977fff	03d1f3f1f1f30303	体育館を借りて走ろう!	スピード 根性+5 絆ゲージ+5	てるてる坊主を作ろう!	「良バ場○」ヒントLv+1 絆ゲージ+5						
1010	[不沈艦の進撃]ゴールドシップ(SSRスタミナ)	冒険家ゴールドシップ					た、体力かな……？	スタミナ+15 絆ゲージ+5	根気強さとか……？	根性+10 スキルPt+15 絆ゲージ+5						
1010	[不沈艦の進撃]ゴールドシップ(SSRスタミナ)	甦れ！ゴルシ印のソース焼きそば！	010197bfbfb70101	ae1121d69df5e60a	fffb65746464bbff	0101bfbfbfbf0101	……味に磨きをかけたら？	やる気+1 スタミナ+5	……明石焼きを売ったら？	「阪神レース場〇」ヒントLv+1 絆ゲージ+5						
1011	[千紫万紅にまぎれぬ一凛]グラスワンダー(SSR根性)	ひととき、うらうらに	010139f9f9f90101	a81733f8cce4d907	fffff3a3b3b3efff	01037bfbf9f90303	ちゃんと息抜きはしているのか？	体力+15 絆+5	無理してないか？	パワー+5 根性+5 賢さ+10 絆ゲージ+5						
1011	[千紫万紅にまぎれぬ一凛]グラスワンダー(SSR根性)	昼つ方、打ち語らふ	0101b1f1f1f10101	ae1331ccece7cc11	ffff67656767efff	0103b3fbf9f90303	揺さぶりをかけてペースを乱すのがいい	「先行駆け引き」ヒントLv+1 絆ゲージ+5	徹底的にマークして好きに走らせない	「徹底マーク○」ヒントLv+1 絆ゲージ+5						
1011	[千紫万紅にまぎれぬ一凛]グラスワンダー(SSR根性)	文殿、思ひ煩ふ	0101e1e1f1f10101	e21018e6e7f3e718	ffff4f4f4f4fffff	0303f3f3f3f30303	まずは見つけた1冊をじっくり読もう	賢さ+10 絆ゲージ+5	一緒に探そうか？	根性+5 賢さ+5 絆ゲージ+5						
1012	[パッションチャンピオーナ！]エルコンドルパサー(SSRパワー)	シークレット・ノート！					エル流パワートレメニュー	パワー+10 絆ゲージ+5	晴れたレースで走るコツ	「晴れの日〇」ヒントLv+1 絆ゲージ+5						
1012	[パッションチャンピオーナ！]エルコンドルパサー(SSRパワー)	ダシが重要！！	0101e1e1e1e10101	a21e1ec0e0ffe11e	ffffcf8f8fcfffff	0703e3f7e7e30303	ああ、持ち味だ!	体力+30 絆ゲージ+5	いや、調理法だ!	「スタミナキープ」ヒントLv+1 絆ゲージ+5						
1012	[パッションチャンピオーナ！]エルコンドルパサー(SSRパワー)	メラメラ・ファイアー！					スタミナ定食を食べるのは？	スタミナ+10 絆ゲージ+5	タイヤ引きで全力ダッシュは？	体力-10 パワー+20 絆ゲージ+5						
1013	[待望の大謀]セイウンスカイ(SSRスタミナ)	ご利用は戦略的に☆	0101f1f1f1f10101	e21a1dc6c0eee639	ffffc7c5c7c7ffff	0103f3fbf3f30303	セイウンスカイに同意する	体力+10 賢さ+5 絆ゲージ+5	誤魔化されていると伝える	スキルpt+30 「二の矢」ヒントLv+1						
1013	[待望の大謀]セイウンスカイ(SSRスタミナ)	ゆる募、ネコの捕まえ方	0101d9f9f9f90101	883333ccdf9bc832	ffffb33323b3bfff	0103f9fbf9f90303	日向で待つ	体力+10 賢さ+5 絆ゲージ+5	全力で追いかける	体力-10 絆ゲージ+5 スピード+15 スタミナ+5						
1013	[待望の大謀]セイウンスカイ(SSRスタミナ)	ゆる募、助言者	0101e1f1f1f10101	e21c18e2ffc7e218	ffffcf4f4fcfffff	0303f3f3f3f30303	場所が悪いのかも	賢さ+15 絆ゲージ+5	釣竿の動かし方を変えたら？	「リードキープ」ヒントLv+1 絆ゲージ+5						
1014	[感謝は指先まで込めて]ファインモーション(SSR賢さ)	ときめきシューズ	010141f1f1f10101	a8101fe7e0f8f80f	ff7fb787a787ffff	0303d3f3f7f30303	軽くて速く走れそうなシューズ	スピード+5 スキルpt+10 絆ゲージ+5	重いけど鍛えられそうなシューズ	体力-10 スタミナ+5 スキルpt+20 絆ゲージ+5						
1014	[感謝は指先まで込めて]ファインモーション(SSR賢さ)	思い出クローバー	0101c1f1f1e10101	aa1719f0c6f1f10e	ffff0f87278bbfff	0303f3f3f3f30303	最終コーナー	「コーナー巧者○」ヒントLv+1 絆ゲージ+5	ラストの直線	根性+15 絆ゲージ+5						
1014	[感謝は指先まで込めて]ファインモーション(SSR賢さ)	素敵な♪練習日和	0101b1f1f1f10101	ee1019e6e6c6e619	ffff676567676fff	0303b3f3f7f30303	誰かと走ればもっと楽しくなる	賢さ+5 スキルPt+20 絆ゲージ+5	練習は真剣にすべき	スピード+10 スタミナ+5	楽しく練習するのは大切	「練習上手〇」 絆ゲージ+5				
1015	[飛び出せキラメケ]アイネスフウジン(SSR根性)	あと１０分、なの！	0101f1f1f1f10101	aa1019e7e4f0e61f	ffffa7a72727dfff	0303f3f3f3f30303	悩んだら走りこみ!	根性+15  絆ゲージ+5	フォームの確認はどう？	賢さ+15  絆ゲージ+5						
1015	[飛び出せキラメケ]アイネスフウジン(SSR根性)	鬼ごっこ、なの！	0181f1b1f1e10101	aefe1131071ce4e6	ff672f6f6f0fffff	0391f3f3f1f30303	ゆるっと楽しむ	体力+10  スピード+5  絆ゲージ+5	本気で遊ぶ!	「急ぎ足」ヒントLv+1  絆ゲージ+5						
1016	[B・N・Winner!!]ウイニングチケット(SSR根性)	全・力・競・走！！	010131f1f1f10101	aa1018e7e7fcc711	ffff476747677fff	030333f3f7f30703	手すりショートカットだ！	「差しコーナー○」ヒントLv+1 絆ゲージ+5	相手の動きを予想してみるとか	スキルPt+30 絆ゲージ+5						
1016	[B・N・Winner!!]ウイニングチケット(SSR根性)	全・力・筋・肉！！	010131f1f1f10101	aa1838e7c6fcc703	ffff476747477fff	030333f3f7f30703	わかる！とことんやりたい！	スタミナ+5 スキルPt+15 絆ゲージ+5	スポーツドリンクを渡す	やる気+1 スキルPt+15 絆ゲージ+5						
1017	[7センチの先へ]エアシャカール(SSR賢さ)	//絶対欲しい					自分に合う手段を探してみては？	「ペースキープ」ヒントLv+1 絆ゲージ+5	自分で手に入れるべき	体力最大値+4 根性+5 絆ゲージ+5						
1017	[7センチの先へ]エアシャカール(SSR賢さ)	//要検証	0101c1c1c1c10101	a8170ff0f8f0f00f	ffff9f9f9f9fffff	0707c7c7c7c70707	式を組みなおしたらどうかと伝える	体力+10 根性+5 絆ゲージ+5	根気よく続ければ結果が出ると伝える	体力-10 スタミナ+5 根性+10 絆ゲージ+5						
1018	[Run(my)way]ゴールドシチー(SSRスピード)	08:36／朝寝坊、やばっ					もうすぐ始業時間なんじゃ……	やる気-1 スキルPt+45 絆ゲージ+5	焦っても仕方ないしね	体力+10 賢さ+5 絆ゲージ+5						
1018	[Run(my)way]ゴールドシチー(SSRスピード)	13:12／昼休み、気合入れなきゃ	01012fff7fff0101	837a2ad78779d02a	ffffd556ced4d3ff	01012fff7fff0101	まずは目の前のことに集中しよう	スキルPt+30 絆ゲージ+5	栄養ドリンクいる？	「小休憩」ヒントLv+1 絆ゲージ+5						
1019	[はやい！うまい！はやい！]サクラバクシンオー(SSRスピード)	走りだすほどの！！	0121f1f1f1f10101	eae0191f3f18e2e2	ff4787474747ffff	03f1f3f1f1f10303	読み終わったら借りてもいいか？	「詰め寄り」ヒントLv+1	参考に、走りを見せてもらえるか？	体力-10 スピード+10 パワー+5 絆ゲージ+5						
1019	[はやい！うまい！はやい！]サクラバクシンオー(SSRスピード)	優等生の一石二鳥！！	0101b1f1f1f10101	ea1313cce1ccce33	ffdf27270727ffff	0103f9f9f9fb0303	雑巾がけで、スピード強化！	スピード+15 絆ゲージ+5	資料室の整理で、パワーも強化！	スピード+5 パワー+10 絆ゲージ+5						
1020	[一粒の安らぎ]スーパークリーク(SSRスタミナ)	お気遣いもお任せ♪	0101f1f1f1f10101	ea1819e2c7cee433	ffffa7a587a76fff	0103f3fbf3f30303	更にエールを送る	「深呼吸」ヒントLv+1  絆ゲージ+5	ドリンクを差し入れる	体力+10  スタミナ+5  絆ゲージ+5						
1020	[一粒の安らぎ]スーパークリーク(SSRスタミナ)	お手伝いもお任せ♪	0101f1f1f1f10101	ea1819e3e4cee631	ffff276587a7efff	0103f3fbf3f30303	トレーニングのコツを教えて	体力+15 絆ゲージ+5	一緒にトレーニングしない？	スタミナ+10 絆ゲージ+5						
1021	[これが私のウマドル道☆]スマートファルコン(SSRパワー)	かわいかったら見に来てね☆	010119fdfdfd0101	8a1725d6d2dbd82c	ffdf3169b1b16fff	01031dfdfdfd0303	逃げる	体力-10  パワー+10  絆ゲージ+5  「押し切り準備」ヒントLv+1	ダウンロードしてみる	体力+10  賢さ+5  絆ゲージ+5						
1021	[これが私のウマドル道☆]スマートファルコン(SSRパワー)	ライブはコーレスが命☆	0159f9f979590101	88d936268f3fd9c0	ffb39373b3d36ffb	0159f9f9f9790303	ファ・ル・子～～～っ！	スタミナ+5 根性+10 絆ゲージ+5	ちょっと恥ずかしい……	賢さ+15 絆ゲージ+5						
1021	[これが私のウマドル道☆]スマートファルコン(SSRパワー)	常に心にステージを☆	0101f1f9f9f90101	a80713f0cedff106	ffff575333936fff	0103f3fbf9f90303	勉強も手を抜かないで	賢さ+10	夢に向かって頑張れ！	体力+25  「集中力」ヒントLv+1						
1022	[まだ小さな蕾でも]ニシノフラワー(SSRスピード)	あこがれの……	0101c1e1e1c10101	aa041ef3e370f80f	ffff9f8fcf1fffff	0303c3e7f7e70703	すごくオトナっぽいよ	体力-10 賢さ+20 絆ゲージ+5	ええと……	賢さ+5 スキルPt+15						
1022	[まだ小さな蕾でも]ニシノフラワー(SSRスピード)	きれいに咲こうねっ♪	010121f9f9f90101	aa1733c8fc47c331	ffff4f4317c77fff	010333fbfbfb0303	手分けして効率化をはかろう！	賢さ+15 絆ゲージ+5	急いでじょうろに水を入れてくる！	スピード+10 パワー+5 絆ゲージ+5						
1022	[まだ小さな蕾でも]ニシノフラワー(SSRスピード)	温もり愛情弁当	0101e1f1f1f10101	e2101ceee3e3e718	ffffcfcfcf4fffff	0303f3f3f3f30303	可愛いおかずだね	「愛嬌○」 絆ゲージ+5	栄養ありそう	体力+10 絆ゲージ+5						
1023	[必殺！Wキャロットパンチ！]ビコーペガサス(SSRスピード)	ヒーローの苦悩	010131f1f1f10101	a21818e7e3efc718	ffffef4fcf6f6fff	030333f3f7f30703	力は温存しておかないと	体力+15 絆ゲージ+5	今のうちに鍛えておこう！	体力+5 パワー+5 絆ゲージ+5						
1023	[必殺！Wキャロットパンチ！]ビコーペガサス(SSRスピード)	必殺技を手に入れろ！					ストライク、カッコ良さそう	「短距離直線○」ヒントLv+1 絆ゲージ+5	無茶はしないほうがいいよ	体力+30 絆ゲージ+5						
1024	[ようこそトレセン学園へ！]駿川たづな	キネマの思ひ出	0161f1e1f1310101	e2e31c1e391cc7e2	7fcfcfcfcfcf3fff	0373f3f3f1330303	「200億の女～キケンな専業主婦～」	体力+35  やる気+1  スタミナ+6  絆ゲージ+5	「白球ひと筋、空へーー熱血野球部物語！」	やる気+1  スタミナ+12  根性+12  絆ゲージ+5						
1024	[ようこそトレセン学園へ！]駿川たづな	情熱のふたり	01c1e1e1e1e10101	eaf70e08c00ff3f0	ff0f0f0f8f9f7fff	03e3e3e3e7e30303	お話もっと聞きたいです！	体力+10 賢さ+5 やる気+1 絆ゲージ+5 たずなとお出かけ可能に	では、仕事があるのでそろそろ…	やる気-1 「展開窺い」ヒントLv+1 絆ゲージ+5						
1024	[ようこそトレセン学園へ！]駿川たづな	選んだ生き方	01e1e1e1e1e10101	e3e31c1c3e0ce1e3	ff4fcf4f0f8fffff	03e3e3e3e7e30303	理事長室までひとっ走りしますよ！	体力+10 やる気+1 絆ゲージ+5	書類作成、お手伝いしますよ	賢さ+5 やる気+1 絆ゲージ+5						
1025	[ターボエンジン全開宣言！]ツインターボ(SSRスピード)	ターボは強いんだもん！	010179f9f9790101	883e3ec1ec7cc136	ffffd3d3d3d3ffff	01037bfbf97b0303	ターボエンジン全開だ！	【成功時】体力-10 スピード+25 「先手必勝」ヒントLv+3 絆ゲージ+5\n【失敗時】体力-10 スピード+5 「先駆け」ヒントLv+3	息を入れて！	体力+15 「展開窺い」ヒントLv+1						
1025	[ターボエンジン全開宣言！]ツインターボ(SSRスピード)	思い込んだら一直線！	010199f9f9f90101	a81733e0cc1ff836	ffff7777b797efff	0103f9fbf9f90303	それならスピードを優先した方がいい	やる気-1  スピード+20	確かにパワーは大事	体力-10  パワー+20						
1025	[ターボエンジン全開宣言！]ツインターボ(SSRスピード)	燃えてきた！！	0101e1e1e1e10101	aa5e0ce3e3e0f01e	ff7f8f0f0f0fffff	0703e3f7e7e30303	簡単な曲でミスを減らしてみるのは？	体力+15  絆ゲージ+5	激ムズに挑戦してスコアを稼ごう！	「先駆け」ヒントLv+1  絆ゲージ+5						
1025	[ターボエンジン全開宣言！]ツインターボ(SSRスピード)	怖くないもん！	0101c1e1e1e10101	aa1c1ce3e33ce01f	ffff0f4f4f8f7fff	0303a3f7e7e70703	2人で走ればあっという間だよ	スピード+10 絆ゲージ+5	オバケに待ち伏せされてるかも	体力+20						
1025	[ターボエンジン全開宣言！]ツインターボ(SSRスピード)	捕まらないもん！	0101c1f1f1f10101	ea1819e6e778e41c	ffff27070f0f3fff	0303f3f3f3f30303	よし、行ってこい！	【成功】スピード+15 絆ゲージ+5 「先頭プライド」ヒントLv+3\n【失敗】体力-10 スピード+10	ここは我慢だ	体力+25						
1026	[Just・keep・going]マチカネタンホイザ(SSR根性)	これも普通のハプニング！？	01017dfdedfd0101	a21e3de1c2d0dd27	ffffd189c9d1dfff	01017dfdfdfd0103	力強い走りだった！	スタミナ+5  根性+10  絆ゲージ+5	迷いのない走りだった！	「逃げけん制」ヒントLv1  絆ゲージ+5						
1026	[Just・keep・going]マチカネタンホイザ(SSR根性)	これも普通の努力です！	010179f9f9f90101	ca183ee3c0d8cf33	ffffc3c3c3c3dfff	01037bfbf9f90303	その機敏さはふつうじゃないような	スピード+10  絆ゲージ+5	普通とは言えないパワーだ	パワー+10  絆ゲージ+5						
1026	[Just・keep・going]マチカネタンホイザ(SSR根性)	求む、個性！	0101e1e1e1e10101	a31e1cf0e3e3f10c	ffff5f5f5fdfdfff	0303e3e7e7e70703	他のウマ娘に相談するとか	やる気+1  絆ゲージ+5	そのままでいいと思うよ	体力+10～30  絆ゲージ+5						
1027	[バカと笑え]メジロパーマー(SSR根性)	ポジティブな逃げ	0101f1f1f1b10101	ae50398fe4ccc731	ffff67672767bfff	0303f3f3f3f30303	ありがとう。でもまだ頑張りたい	根性+15 絆ゲージ+5	じゃあ、私も逃げてみるよ！	「道悪〇」ヒントLv+1 絆ゲージ+5						
1027	[バカと笑え]メジロパーマー(SSR根性)	ポジティブ逃げネバギバ！	010139fdf9b90101	8a5034dfdc47cf30	ffff4961a363efff	01013dfdfdfd0303	いいコンビだな	体力-20 スタミナ+5 根性+5 「リードキープ」ヒント+3 絆ゲージ+5	君の”逃げ”は向上心なんだな	体力+10 「一匹狼」ヒント+1						
1027	[バカと笑え]メジロパーマー(SSR根性)	ラブ逃げエスケープ	0101c1f1f1e10101	a81f1f60ccf9e11c	ffff9787a7c7bfff	0103ebfbf3f30303	愛は大事だよな！	体力+10 根性+5 賢さ+5 絆+5	非日常体験で成長するのは事実かも	体力+10 「逃げのコツ〇」ヒントLv+1 絆ゲージ+5						
1027	[バカと笑え]メジロパーマー(SSR根性)	振り逃げランナウェイ	0101c1f9f9f90101	a80617fcccc4f933	ffff83a31397ffff	0101f3f9fbfb0303	今日だけでも思いっきり逃げよう	体力-15  スタミナ+10  根性+10  絆ゲージ+5	マイペースは大事かもしれない	体力-15  根性+10  賢さ+10  絆ゲージ+5						
1027	[バカと笑え]メジロパーマー(SSR根性)	逃げられない選択？	0101f1f1f1f10101	ee1831e7c4d8c61b	ffff27a7e767bfff	0303f3f3f3f30303	粘り強く使えるほうで！	体力-15 根性+20 絆ゲージ+5	パワーに懸けるほうで！	パワー+5 スキルPt+15 絆ゲージ+5						
1028	[その背中を超えて]サトノダイヤモンド(SSRスタミナ)	あなたにだけは絶対に					消灯時間まで見守る	体力-20 スタミナ+30 「鋼の意志」のヒントLv+1 絆ゲージ+5	そっとこの場を立ち去る	体力+5 根性+5 「鋼の意志」ヒントLv+1 絆ゲージ+5						
1028	[その背中を超えて]サトノダイヤモンド(SSRスタミナ)	ダイヤのこだわり					なるべく大人しくしていよう……	賢さ+10 絆ゲージ+5	不幸が起こるか、確かめに行こう！	【体力+15 スタミ +10 絆ゲージ+5】or 【やる気-1 根性+20】						
1028	[その背中を超えて]サトノダイヤモンド(SSRスタミナ)	新しいもの、大好きです！					ティーカップで飲むのか？	根性+10 絆ゲージ+5	メロンソーダは初めて？	体力-10 スタミナ+20 絆ゲージ+5						
1028	[その背中を超えて]サトノダイヤモンド(SSRスタミナ)	難しいこと、大好きです！					よし、やってみよう!	スタミナ+5 根性+10 絆ゲージ+5	まずは1度様子を見よう	「逃げためらい」のヒントLv+1 絆ゲージ+						
1029	[迫る熱に押されて]キタサンブラック(SSRスピード)	あぁ、故郷	010161e1e1e10101	ab071cf0f303e31e	ffffdf5f5f5fffff	030363e7e7e70707	質のよいシューズがいいかも	スピード+5 パワー+10 絆ゲージ+5	トレーニング教本がよさそう	練習上手〇 絆ゲージ+4						
1029	[迫る熱に押されて]キタサンブラック(SSRスピード)	あぁ、友情	010161e1e1e10101	ab070cf8f303f11e	ffffdf575f1fffff	010767e7e3e70707	すごく力強かったぞ！	やる気+1  パワー+5  絆ゲージ+5	本番に備えるだけだな！	体力+10  絆ゲージ+5						
1029	[迫る熱に押されて]キタサンブラック(SSRスピード)	情けは人のためならず	010199f9f9f90101	ea1b33c0cddfc031	ffff336363a77fff	0101fbf9f9fb0303	早く治さないとな	体力+10 やる気+1 絆ゲージ+5	この元気に負けてられないぞ！	スピード+5  「直線巧者」ヒントLv+1orLv3  絆ゲージ+5						
1030	[ふるさと直送エール！]ユキノビジン(SSR賢さ)	“シチースポット”を目指して	01011dfdfd3d0101	8b7c2493c8df9b24	ffef51519959b3ff	01017dfdfdfd0103	この地図だと、現在地と目的地は……	体力-10 やる気+1 根性+10 絆ゲージ+5	ナビのアプリを使うといいぞ	「コーナー加速〇」ヒントLv+1 絆ゲージ+5						
1030	[ふるさと直送エール！]ユキノビジン(SSR賢さ)	あたし、勝ちたいンです！					かっこいいところを見せよう！	やる気+1 「ノンストップガール」ヒントLv+1 絆ゲージ+5~7	特訓の成果を見せてやろう！	パワー+3 根性+3 賢さ+3 「ノンストップガール」ヒントLv+1 絆ゲージ+5						
1030	[ふるさと直送エール！]ユキノビジン(SSR賢さ)	イカすライブのために	010179f9f9f90101	887333dccce0cd33	ff7fe3a3b3b3dfff	01037bfbf9f90303	激しいステップを取り入れてみたら?	根性+10  絆ゲージ+5	アクロバティックナ動きをしてみたら?	体力-10  根性+15  絆ゲージ+5						
1030	[ふるさと直送エール！]ユキノビジン(SSR賢さ)	学級委員長のすンげぇ特訓					ああ！学級委員長的な度胸を見習おう！	やる気+1 パワー+5 絆ゲージ+5~7	ああ！学級委員長的な度胸な走りを見習おう！	パワー+3 根性+3 賢さ+3 絆ゲージ+5						
1030	[ふるさと直送エール！]ユキノビジン(SSR賢さ)	思い出ほわほわ、わんこそば	01016dfdfdfd0101	aa262dd8c6e2d32d	fff7c9cdd999bfff	0101edfdfdfd0103	たとえばどんなもの？	やる気+1 絆ゲージ+5	わんこそばが食べたくなってきたな	体力の最大値+4 絆ゲージ+5						
1032	[うらら～な休日]ハルウララ(SSR根性)	うららん☆テスト勉強	0101b9f9f9f90101	881f37c0ccffc922	ffff3333b393ffff	0103f9fbf9f90303	リズムを合わせると覚えやすいぞ	体力+10 賢さ+5	ご褒美があるとやる気が出るぞ	やる気+1 賢さ+5						
1032	[うらら～な休日]ハルウララ(SSR根性)	うららん☆ふくへーダッシュ！	010109fffde70101	aa1d2de2d83fe228	ffffa939a1cdb3ff	0101abffffef0101	伏兵の正しい意味を教える	「伏兵〇」ヒントLv+1	休んだほうがいいと伝える	体力+10 やる気+1 絆ゲージ+5						
1033	[押して忍べど燃ゆるもの]ヤエノムテキ	剛毅木訥、仁に近し	0101d1f1d1f10101	e81313ccf8e6ce31	ffdf2727a7279fff	0303f3f3f3f30303	拳のスピードアップに集中するのは？	スピード+10	拳のパワーアップに集中するのは？	やる気+1 パワー+5						
1033	[押して忍べど燃ゆるもの]ヤエノムテキ	理の食VS暴の食	0101f1f1f1f10101	ea1019e6e6f8e619	ffffcf8f4fc7ffff	0303f3f3f3f30303	存分に食らい尽くせいッ!	体力+10 スキルPt+10 絆ゲージ+5	それぞれに合った量の方が イベント終了	体力+10 賢さ+10 スキルPt+10 「遊びはおしまい！」ヒントLv+3						
1033	[押して忍べど燃ゆるもの]ヤエノムテキ	嗚呼、守りたい……！	0101e1f9f9e10101	ab1010eecde3f718	ffff5b43474bffff	0103e3fbfbeb0303	厳しい修行中みたいな顔をしてた	スタミナ+10 パワー+10	面白い一面もあるんだな	「中距離コーナー○」ヒントLv+1						
